68259584;68259599;can;
68259600;68296775;usa;
68296776;68296783;mex;
68870144;68870655;deu;
68870656;68873727;gbr;
68873728;68877055;bel;
68878336;68878591;sau;
68885504;68886527;nld;
68976876;68976895;sgp;
69018880;69018943;fra;

