16777216;16777471;aus;
16777472;16778239;chn;
16778240;16779263;aus;
16779264;16781311;chn;
16781312;16785407;jpn;
16785408;16793599;chn;
16793600;16809983;jpn;
16809984;16842751;tha;
16842752;16843007;chn;
16843008;16843263;aus;
